FlightIndex,FlightNumber,IsDeparting,Destination,Origin,ArrivalTime,OffTime,ArrivalTimeMinutes,OffTimeMinutes,ArrivalTimeActual,OffTimeActual,ArrivalTimeActualMinutes,OffTimeActualMinutes,Aircraft,FlightType,PassengersArr,PassengersDept,DepGate,ArrGate,SchedDepLocal,SchedArrLocal,OutGateLocal,InGateLocal,SchedDepUtc,SchedArrUtc,OutGateUtc,InGateUtc,TailNumber,num_connecting_pax,OptDepGate,OptArrGate
630,AA2818,N,DFW,TYS,1304,1350,784,830,1337,1408,817.0,848.0,3.0,,62,0,,B30,2016-05-02 11:31:00,2016-05-02 13:04:00,2016-05-02 11:58:00,2016-05-02 13:37:00,931,1084,2016-05-02 15:58,2016-05-02 18:37,N626AE,13,,
631,AA2819,N,DFW,SHV,1256,1355,776,835,1311,1349,791.0,829.0,3.0,,42,0,,B43,2016-05-02 11:48:00,2016-05-02 12:56:00,2016-05-02 12:07:00,2016-05-02 13:11:00,1008,1076,2016-05-02 17:07,2016-05-02 18:11,N676AE,33,,
632,AA2820,N,DFW,VPS,923,1015,563,615,926,1011,566.0,611.0,3.0,,39,0,,B15,2016-05-02 07:05:00,2016-05-02 09:23:00,2016-05-02 07:05:00,2016-05-02 09:26:00,725,863,2016-05-02 12:05,2016-05-02 14:26,N667GB,36,,
633,AA2822,N,DFW,ACT,1742,1850,1062,1130,1750,1842,1070.0,1122.0,3.0,Domestic,48,0,,B16,2016-05-02 16:50:00,2016-05-02 17:42:00,2016-05-02 17:05:00,2016-05-02 17:50:00,1310,1362,2016-05-02 22:05,2016-05-02 22:50,N624AE,27,,
634,AA2822,Y,ACT,DFW,1501,1540,901,940,1531,1602,931.0,962.0,3.0,Domestic,0,41,B45,,2016-05-02 15:40:00,2016-05-02 16:20:00,2016-05-02 16:02:00,2016-05-02 16:46:00,1240,1280,2016-05-02 21:02,2016-05-02 21:46,N624AE,34,,
635,AA2823,Y,GRK,DFW,1430,1520,870,920,1429,1516,869.0,916.0,3.0,Domestic,0,50,B31,,2016-05-02 15:20:00,2016-05-02 16:10:00,2016-05-02 15:16:00,2016-05-02 16:14:00,1220,1270,2016-05-02 20:16,2016-05-02 21:14,N675AE,25,,
636,AA2823,N,DFW,SHV,1430,1515,870,915,1443,1518,883.0,918.0,3.0,Domestic,42,0,,B37,2016-05-02 13:22:00,2016-05-02 14:30:00,2016-05-02 13:36:00,2016-05-02 14:43:00,1102,1170,2016-05-02 18:36,2016-05-02 19:43,N633AE,33,,
637,AA2824,Y,SHV,DFW,1421,1515,861,915,1408,1513,848.0,913.0,3.0,Domestic,0,18,B16,,2016-05-02 15:15:00,2016-05-02 16:12:00,2016-05-02 15:13:00,2016-05-02 16:11:00,1215,1272,2016-05-02 20:13,2016-05-02 21:11,N685AE,57,,
638,AA2824,N,DFW,SHV,1751,1835,1071,1115,1746,1842,1066.0,1122.0,3.0,Domestic,45,0,,B41,2016-05-02 16:43:00,2016-05-02 17:51:00,2016-05-02 16:37:00,2016-05-02 17:46:00,1303,1371,2016-05-02 21:37,2016-05-02 22:46,N685AE,30,,
639,AA2825,N,DFW,BRO,1916,2020,1156,1220,1908,2014,1148.0,1214.0,3.0,Domestic,62,0,,B37,2016-05-02 17:35:00,2016-05-02 19:16:00,2016-05-02 17:30:00,2016-05-02 19:08:00,1355,16,2016-05-02 22:30,2016-05-03 00:08,N680AE,13,,
640,AA2825,Y,BRO,DFW,1445,1530,885,930,1439,1529,879.0,929.0,3.0,Domestic,0,53,B15,,2016-05-02 15:30:00,2016-05-02 17:08:00,2016-05-02 15:29:00,2016-05-02 17:06:00,1230,1328,2016-05-02 20:29,2016-05-02 22:06,N680AE,22,,
641,AA2826,Y,ACT,DFW,1620,1710,980,1030,1627,1702,987.0,1022.0,3.0,Domestic,0,46,B15,,2016-05-02 17:10:00,2016-05-02 17:54:00,2016-05-02 17:02:00,2016-05-02 17:57:00,1330,1374,2016-05-02 22:02,2016-05-02 22:57,N678AE,29,,
642,AA2827,Y,VPS,DFW,1557,1634,957,994,1609,1638,969.0,998.0,3.0,Domestic,0,49,B11,,2016-05-02 16:34:00,2016-05-02 18:27:00,2016-05-02 16:38:00,2016-05-02 18:39:00,1294,1407,2016-05-02 21:38,2016-05-02 23:39,N673AE,26,,
643,AA2828,N,DFW,LAW,1608,1645,968,1005,1605,1700,965.0,1020.0,3.0,,37,0,,B13,2016-05-02 15:14:00,2016-05-02 16:08:00,2016-05-02 15:08:00,2016-05-02 16:05:00,1214,1268,2016-05-02 20:08,2016-05-02 21:05,N676AE,38,,
644,AA2829,Y,SHV,DFW,1742,1850,1062,1130,1750,1842,1070.0,1122.0,3.0,Domestic,0,56,B16,,2016-05-02 18:50:00,2016-05-02 19:50:00,2016-05-02 18:42:00,2016-05-02 19:39:00,1430,50,2016-05-02 23:42,2016-05-03 00:39,N624AE,19,,
645,AA2831,N,DFW,GRK,1739,1809,1059,1089,1734,1809,1054.0,1089.0,3.0,,52,0,,B31,2016-05-02 16:41:00,2016-05-02 17:39:00,2016-05-02 16:36:00,2016-05-02 17:34:00,1301,1359,2016-05-02 21:36,2016-05-02 22:34,N675AE,23,,
646,AA2832,Y,SPS,DFW,720,850,440,530,720,918,440.0,558.0,3.0,Domestic,0,55,B30,,2016-05-02 08:50:00,2016-05-02 09:46:00,2016-05-02 09:18:00,2016-05-02 10:10:00,830,886,2016-05-02 14:18,2016-05-02 15:10,N673AE,20,,
647,AA2832,N,DFW,SPS,1122,1200,682,720,1127,1221,687.0,741.0,3.0,Domestic,40,0,,B7,2016-05-02 10:30:00,2016-05-02 11:22:00,2016-05-02 10:34:00,2016-05-02 11:27:00,930,982,2016-05-02 15:34,2016-05-02 16:27,N673AE,35,,
648,AA2833,N,DFW,ACT,1430,1520,870,920,1429,1516,869.0,916.0,3.0,,47,0,,B31,2016-05-02 13:40:00,2016-05-02 14:30:00,2016-05-02 13:45:00,2016-05-02 14:29:00,1120,1170,2016-05-02 18:45,2016-05-02 19:29,N675AE,28,,
649,AA2834,Y,MLU,DFW,1920,2015,1160,1215,1908,2109,1148.0,1269.0,3.0,Domestic,0,45,B40,,2016-05-02 20:15:00,2016-05-02 21:26:00,2016-05-02 21:09:00,2016-05-02 22:14:00,75,146,2016-05-03 02:09,2016-05-03 03:14,N633AE,30,,
650,AA2835,Y,JLN,DFW,1218,1255,738,775,1213,1248,733.0,768.0,3.0,Domestic,0,46,B34,,2016-05-02 12:55:00,2016-05-02 14:12:00,2016-05-02 12:48:00,2016-05-02 14:10:00,1075,1152,2016-05-02 17:48,2016-05-02 19:10,N672AE,29,,
651,AA2835,N,DFW,JLN,1608,1648,968,1008,1558,1646,958.0,1006.0,3.0,Domestic,43,0,,B16,2016-05-02 14:40:00,2016-05-02 16:08:00,2016-05-02 14:35:00,2016-05-02 15:58:00,1180,1268,2016-05-02 19:35,2016-05-02 20:58,N672AE,32,,
652,AA2836,Y,LAW,DFW,2025,2155,1225,1315,2025,,1225.0,,3.0,Domestic,0,53,B31,,2016-05-02 21:55:00,2016-05-02 22:48:00,,,175,228,,,N675AE,22,,
653,AA2837,Y,SPS,DFW,2025,2155,1225,1315,2025,2148,1225.0,1308.0,3.0,Domestic,0,31,B43,,2016-05-02 21:55:00,2016-05-02 22:47:00,2016-05-02 21:48:00,2016-05-02 22:38:00,175,227,2016-05-03 02:48,2016-05-03 03:38,N687JS,44,,
654,AA2838,Y,SPI,DFW,1751,1835,1071,1115,1746,1842,1066.0,1122.0,3.0,Domestic,0,38,B41,,2016-05-02 18:35:00,2016-05-02 20:28:00,2016-05-02 18:42:00,2016-05-02 20:27:00,1415,88,2016-05-02 23:42,2016-05-03 01:27,N685AE,37,,
655,AA2839,Y,ACT,DFW,2105,2155,1265,1315,2113,2150,1273.0,1310.0,3.0,Domestic,0,37,B39,,2016-05-02 21:55:00,2016-05-02 22:36:00,2016-05-02 21:50:00,2016-05-02 22:30:00,175,216,2016-05-03 02:50,2016-05-03 03:30,N676AE,38,,
656,AA2840,Y,BRO,DFW,2050,2220,1250,1340,2121,2210,1281.0,1330.0,3.0,Domestic,0,51,B27,,2016-05-02 22:20:00,2016-05-02 23:56:00,2016-05-02 22:10:00,2016-05-02 23:45:00,200,296,2016-05-03 03:10,2016-05-03 04:45,N677AE,24,,
657,AA2842,Y,JLN,DFW,1916,2020,1156,1220,1908,2014,1148.0,1214.0,3.0,Domestic,0,42,B37,,2016-05-02 20:20:00,2016-05-02 21:39:00,2016-05-02 20:14:00,2016-05-02 21:25:00,80,159,2016-05-03 01:14,2016-05-03 02:25,N680AE,33,,
658,AA2843,Y,SHV,DFW,1900,2030,1140,1230,1900,2024,1140.0,1224.0,3.0,Domestic,0,52,B32,,2016-05-02 20:30:00,2016-05-02 21:28:00,2016-05-02 20:24:00,2016-05-02 21:40:00,90,148,2016-05-03 01:24,2016-05-03 02:40,N626AE,23,,
659,AA2845,N,DFW,ACT,1919,2025,1159,1225,1920,2023,1160.0,1223.0,3.0,Domestic,58,0,,B38,2016-05-02 18:26:00,2016-05-02 19:19:00,2016-05-02 18:17:00,2016-05-02 19:20:00,1406,19,2016-05-02 23:17,2016-05-03 00:20,N678AE,17,,
660,AA2845,Y,GPT,DFW,1925,2020,1165,1220,1919,2013,1159.0,1213.0,3.0,Domestic,0,50,B39,,2016-05-02 20:20:00,2016-05-02 21:55:00,2016-05-02 20:13:00,2016-05-02 21:51:00,80,175,2016-05-03 01:13,2016-05-03 02:51,N667GB,25,,
661,AA2846,Y,MLU,DFW,1515,1550,915,950,1502,1559,902.0,959.0,3.0,Domestic,0,42,B14,,2016-05-02 15:50:00,2016-05-02 16:58:00,2016-05-02 15:59:00,2016-05-02 17:07:00,1250,1318,2016-05-02 20:59,2016-05-02 22:07,N687JS,33,,
662,AA2846,N,DFW,MLU,1505,1550,905,950,1508,1544,908.0,944.0,3.0,Domestic,44,0,,B4,2016-05-02 13:44:00,2016-05-02 15:05:00,2016-05-02 13:36:00,2016-05-02 15:08:00,1124,1205,2016-05-02 18:36,2016-05-02 20:08,N671AE,31,,
663,AA2847,Y,TYS,DFW,1918,2005,1158,1205,1901,2000,1141.0,1200.0,3.0,Domestic,0,49,B16,,2016-05-02 20:05:00,2016-05-02 23:13:00,2016-05-02 20:00:00,2016-05-02 22:53:00,65,193,2016-05-03 01:00,2016-05-03 02:53,N671AE,26,,
664,AA2848,Y,GPT,DFW,1122,1200,682,720,1127,1221,687.0,741.0,3.0,Domestic,0,38,B7,,2016-05-02 12:00:00,2016-05-02 13:38:00,2016-05-02 12:21:00,2016-05-02 13:56:00,1020,1118,2016-05-02 17:21,2016-05-02 18:56,N673AE,37,,
665,AA2850,N,DFW,VPS,2110,2140,1270,1300,2115,2140,1275.0,1300.0,3.0,,58,0,,B30,2016-05-02 18:52:00,2016-05-02 21:10:00,2016-05-02 19:06:00,2016-05-02 21:15:00,1432,130,2016-05-03 00:06,2016-05-03 02:15,N673AE,17,,
666,AA2851,Y,SAF,DFW,1430,1515,870,915,1443,1518,883.0,918.0,3.0,Domestic,0,41,B37,,2016-05-02 15:15:00,2016-05-02 16:03:00,2016-05-02 15:18:00,2016-05-02 16:11:00,1215,1323,2016-05-02 20:18,2016-05-02 22:11,N633AE,34,,
667,AA2851,N,DFW,SAF,1920,2015,1160,1215,1908,2109,1148.0,1269.0,3.0,Domestic,56,0,,B40,2016-05-02 16:36:00,2016-05-02 19:20:00,2016-05-02 16:37:00,2016-05-02 19:08:00,1356,20,2016-05-02 22:37,2016-05-03 00:08,N633AE,19,,
668,AA2853,N,DFW,MLU,1920,1950,1160,1190,1901,2148,1141.0,1308.0,3.0,,58,0,,B43,2016-05-02 17:55:00,2016-05-02 19:20:00,2016-05-02 17:44:00,2016-05-02 19:01:00,1375,20,2016-05-02 22:44,2016-05-03 00:01,N687JS,17,,
669,AA2857,N,DFW,MLU,735,845,455,525,745,845,465.0,525.0,3.0,,36,0,,B38,2016-05-02 06:12:00,2016-05-02 07:35:00,2016-05-02 06:01:00,2016-05-02 07:45:00,672,755,2016-05-02 11:01,2016-05-02 12:45,N624AE,39,,
670,AA2858,N,DFW,AEX,1501,1540,901,940,1531,1602,931.0,962.0,3.0,Domestic,27,0,,B45,2016-05-02 13:44:00,2016-05-02 15:01:00,2016-05-02 14:23:00,2016-05-02 15:31:00,1124,1201,2016-05-02 19:23,2016-05-02 20:31,N624AE,48,,
671,AA2858,Y,AEX,DFW,1120,1200,680,720,1115,1231,675.0,751.0,3.0,Domestic,0,25,B41,,2016-05-02 12:00:00,2016-05-02 13:13:00,2016-05-02 12:31:00,2016-05-02 13:57:00,1020,1093,2016-05-02 17:31,2016-05-02 18:57,N624AE,50,,
672,AA2859,Y,VPS,DFW,1919,2025,1159,1225,1920,2023,1160.0,1223.0,3.0,Domestic,0,62,B38,,2016-05-02 20:25:00,2016-05-02 22:21:00,2016-05-02 20:23:00,2016-05-02 22:24:00,85,201,2016-05-03 01:23,2016-05-03 03:24,N678AE,13,,
673,AA2860,N,DFW,BTR,1515,1550,915,950,1502,1559,902.0,959.0,3.0,Domestic,36,0,,B14,2016-05-02 13:40:00,2016-05-02 15:15:00,2016-05-02 13:35:00,2016-05-02 15:02:00,1120,1215,2016-05-02 18:35,2016-05-02 20:02,N687JS,39,,
674,AA2860,Y,BTR,DFW,1115,1145,675,705,1118,1145,678.0,705.0,3.0,Domestic,0,26,B34,,2016-05-02 11:45:00,2016-05-02 13:08:00,2016-05-02 11:45:00,2016-05-02 13:06:00,1005,1088,2016-05-02 16:45,2016-05-02 18:06,N687JS,49,,
675,AA2861,N,DFW,SPS,619,715,379,435,633,715,393.0,435.0,3.0,,34,0,,B29,2016-05-02 05:27:00,2016-05-02 06:19:00,2016-05-02 05:50:00,2016-05-02 06:33:00,627,679,2016-05-02 10:50,2016-05-02 11:33,N678AE,41,,
676,AA2878,Y,LRD,DFW,2108,2155,1268,1315,2100,2150,1260.0,1310.0,3.0,Domestic,0,61,B5,,2016-05-02 21:55:00,2016-05-02 23:20:00,2016-05-02 21:50:00,2016-05-02 23:28:00,175,260,2016-05-03 02:50,2016-05-03 04:28,N672AE,14,,
677,AA2880,N,DFW,TXK,735,845,455,525,719,837,439.0,517.0,3.0,,47,0,,B34,2016-05-02 06:32:00,2016-05-02 07:35:00,2016-05-02 06:24:00,2016-05-02 07:19:00,692,755,2016-05-02 11:24,2016-05-02 12:19,N687JS,28,,
678,AA2881,N,DFW,TXK,1918,1948,1158,1188,2121,2210,1281.0,1330.0,3.0,,55,0,,B27,2016-05-02 18:19:00,2016-05-02 19:18:00,2016-05-02 20:22:00,2016-05-02 21:21:00,1399,18,2016-05-03 01:22,2016-05-03 02:21,N677AE,20,,
679,AA2887,Y,JAN,DFW,625,710,385,430,635,710,395.0,430.0,3.0,Domestic,0,61,B25,,2016-05-02 07:10:00,2016-05-02 08:39:00,2016-05-02 07:10:00,2016-05-02 08:40:00,730,819,2016-05-02 12:10,2016-05-02 13:40,N675AE,14,,
680,AA2887,N,DFW,JAN,1126,1227,686,747,1107,1224,667.0,744.0,3.0,Domestic,51,0,,B42,2016-05-02 09:42:00,2016-05-02 11:26:00,2016-05-02 09:29:00,2016-05-02 11:07:00,882,986,2016-05-02 14:29,2016-05-02 16:07,N675AE,24,,
681,AA2893,N,DFW,SHV,912,1010,552,610,912,1004,552.0,604.0,3.0,,16,0,,B37,2016-05-02 08:00:00,2016-05-02 09:12:00,2016-05-02 07:55:00,2016-05-02 09:12:00,780,852,2016-05-02 12:55,2016-05-02 14:12,N680AE,59,,
682,AA2897,N,DFW,ICT,1421,1515,861,915,1408,1513,848.0,913.0,3.0,,47,0,,B16,2016-05-02 12:59:00,2016-05-02 14:21:00,2016-05-02 12:49:00,2016-05-02 14:08:00,1079,1161,2016-05-02 17:49,2016-05-02 19:08,N685AE,28,,
683,AA2898,Y,GGG,DFW,923,1015,563,615,926,1011,566.0,611.0,3.0,Domestic,0,35,B15,,2016-05-02 10:15:00,2016-05-02 11:05:00,2016-05-02 10:11:00,2016-05-02 10:59:00,915,965,2016-05-02 15:11,2016-05-02 15:59,N667GB,40,,
684,AA2898,N,DFW,GGG,1231,1350,751,830,1221,1344,741.0,824.0,3.0,Domestic,38,0,,B31,2016-05-02 11:30:00,2016-05-02 12:31:00,2016-05-02 11:12:00,2016-05-02 12:21:00,990,1051,2016-05-02 16:12,2016-05-02 17:21,N667GB,37,,
685,AA2902,Y,TXK,DFW,1525,1655,925,1015,1525,1912,925.0,1152.0,3.0,Domestic,0,39,B48,,2016-05-02 16:55:00,2016-05-02 17:49:00,2016-05-02 19:12:00,2016-05-02 20:06:00,1315,1369,2016-05-03 00:12,2016-05-03 01:06,N677AE,36,,
686,AA2910,Y,LAW,DFW,1256,1355,776,835,1311,1349,791.0,829.0,3.0,Domestic,0,48,B43,,2016-05-02 13:55:00,2016-05-02 14:48:00,2016-05-02 13:49:00,2016-05-02 14:47:00,1135,1188,2016-05-02 18:49,2016-05-02 19:47,N676AE,27,,
687,AA294,Y,ORF,DFW,912,1020,552,620,855,1015,535.0,615.0,2.0,Domestic,0,84,C19,,2016-05-02 10:20:00,2016-05-02 14:16:00,2016-05-02 10:15:00,2016-05-02 13:55:00,920,1096,2016-05-02 15:15,2016-05-02 17:55,N501AA,66,,
688,AA294,N,DFW,ORF,1738,1855,1058,1135,1735,1849,1055.0,1129.0,2.0,Domestic,66,0,,C17,2016-05-02 15:09:00,2016-05-02 17:38:00,2016-05-02 15:04:00,2016-05-02 17:35:00,1149,1358,2016-05-02 19:04,2016-05-02 22:35,N501AA,84,,
689,AA299,Y,TUL,DFW,2107,2150,1267,1310,2056,2148,1256.0,1308.0,2.0,Domestic,0,61,A15,,2016-05-02 21:50:00,2016-05-02 22:54:00,2016-05-02 21:48:00,2016-05-02 22:46:00,170,234,2016-05-03 02:48,2016-05-03 03:46,N840NN,89,,
690,AA301,Y,DTW,DFW,1457,1650,897,1010,1504,1650,904.0,1010.0,2.0,Domestic,0,100,A18,,2016-05-02 16:50:00,2016-05-02 20:30:00,2016-05-02 16:50:00,2016-05-02 20:18:00,1310,30,2016-05-02 21:50,2016-05-03 00:18,N970AN,50,,
691,AA302,N,DFW,TUS,929,1010,569,610,912,1007,552.0,607.0,2.0,,53,0,,C31,2016-05-02 05:15:00,2016-05-02 09:29:00,2016-05-02 05:09:00,2016-05-02 09:12:00,735,869,2016-05-02 12:09,2016-05-02 14:12,N9402W,97,,
692,AA306,Y,IND,DFW,600,730,360,450,600,727,360.0,447.0,2.0,Domestic,0,103,C17,,2016-05-02 07:30:00,2016-05-02 10:35:00,2016-05-02 07:27:00,2016-05-02 10:44:00,750,875,2016-05-02 12:27,2016-05-02 14:44,N483A,47,,
693,AA306,N,DFW,IND,1250,1345,770,825,1252,1342,772.0,822.0,2.0,Domestic,100,0,,C6,2016-05-02 11:28:00,2016-05-02 12:50:00,2016-05-02 11:24:00,2016-05-02 12:52:00,928,1070,2016-05-02 15:24,2016-05-02 17:52,N483A,50,,
694,AA3135,N,DFW,AEX,2029,2059,1229,1259,2006,2059,1206.0,1259.0,3.0,,75,0,,B16,2016-05-02 19:10:00,2016-05-02 20:29:00,2016-05-02 18:57:00,2016-05-02 20:06:00,10,89,2016-05-02 23:57,2016-05-03 01:06,N856AE,0,,
695,AA3136,N,DFW,MLI,2042,2150,1242,1310,2027,2143,1227.0,1303.0,3.0,,75,0,,B46,2016-05-02 18:26:00,2016-05-02 20:42:00,2016-05-02 18:14:00,2016-05-02 20:27:00,1406,102,2016-05-02 23:14,2016-05-03 01:27,N637AE,0,,
696,AA3139,Y,XNA,DFW,719,800,439,480,719,756,439.0,476.0,3.0,Domestic,0,75,B5,,2016-05-02 08:00:00,2016-05-02 09:07:00,2016-05-02 07:56:00,2016-05-02 09:03:00,780,847,2016-05-02 12:56,2016-05-02 14:03,N230NN,0,,
697,AA3139,N,DFW,XNA,1057,1150,657,710,1050,1148,650.0,708.0,3.0,Domestic,75,0,,B12,2016-05-02 09:38:00,2016-05-02 10:57:00,2016-05-02 09:31:00,2016-05-02 10:50:00,878,957,2016-05-02 14:31,2016-05-02 15:50,N230NN,0,,
698,AA3140,N,DFW,GJT,1349,1515,829,915,1356,1510,836.0,910.0,3.0,,75,0,,B11,2016-05-02 10:35:00,2016-05-02 13:49:00,2016-05-02 10:44:00,2016-05-02 13:56:00,995,1129,2016-05-02 16:44,2016-05-02 18:56,N630AE,0,,
699,AA3142,N,DFW,OKC,1256,1340,776,820,1256,1407,776.0,847.0,3.0,,75,0,,B48,2016-05-02 11:55:00,2016-05-02 12:56:00,2016-05-02 11:57:00,2016-05-02 12:56:00,1015,1076,2016-05-02 16:57,2016-05-02 17:56,N505AE,0,,
700,AA3144,Y,OKC,DFW,1638,1720,998,1040,1641,1718,1001.0,1038.0,3.0,Domestic,0,75,B42,,2016-05-02 17:20:00,2016-05-02 18:21:00,2016-05-02 17:18:00,2016-05-02 18:11:00,1340,1401,2016-05-02 22:18,2016-05-02 23:11,N505AE,0,,
701,AA3145,N,DFW,MGM,929,1015,569,615,933,1019,573.0,619.0,3.0,,75,0,,B33,2016-05-02 07:16:00,2016-05-02 09:29:00,2016-05-02 07:18:00,2016-05-02 09:33:00,736,869,2016-05-02 12:18,2016-05-02 14:33,N854AE,0,,
702,AA3147,Y,TYR,DFW,1617,1701,977,1021,1656,1727,1016.0,1047.0,3.0,Domestic,0,75,B23,,2016-05-02 17:01:00,2016-05-02 17:51:00,2016-05-02 17:27:00,2016-05-02 18:10:00,1321,1371,2016-05-02 22:27,2016-05-02 23:10,N648AE,0,,
703,AA3147,N,DFW,TYR,1918,2010,1158,1210,1918,2007,1158.0,1207.0,3.0,Domestic,75,0,,B17,2016-05-02 18:25:00,2016-05-02 19:18:00,2016-05-02 18:25:00,2016-05-02 19:18:00,1405,18,2016-05-02 23:25,2016-05-03 00:18,N648AE,0,,
704,AA3149,Y,OKC,DFW,850,1020,530,620,850,1025,530.0,625.0,3.0,Domestic,0,75,B46,,2016-05-02 10:20:00,2016-05-02 11:21:00,2016-05-02 10:25:00,2016-05-02 11:32:00,920,981,2016-05-02 15:25,2016-05-02 16:32,N505AE,0,,
705,AA3150,N,DFW,SGF,628,658,388,418,648,843,408.0,523.0,3.0,,75,0,,B44,2016-05-02 05:00:00,2016-05-02 06:28:00,2016-05-02 05:09:00,2016-05-02 06:48:00,600,688,2016-05-02 10:09,2016-05-02 11:48,N649PP,0,,
706,AA3153,Y,TYR,DFW,1107,1150,667,710,1121,1152,681.0,712.0,3.0,Domestic,0,75,B13,,2016-05-02 11:50:00,2016-05-02 12:40:00,2016-05-02 11:52:00,2016-05-02 12:49:00,1010,1060,2016-05-02 16:52,2016-05-02 17:49,N600BP,0,,
707,AA3158,Y,HOU,DFW,617,705,377,425,628,702,388.0,422.0,3.0,Domestic,0,75,B6,,2016-05-02 07:05:00,2016-05-02 08:21:00,2016-05-02 07:02:00,2016-05-02 08:15:00,725,801,2016-05-02 12:02,2016-05-02 13:15,N224NN,0,,
708,AA315,Y,SAT,DFW,1140,1230,700,750,1127,1224,687.0,744.0,2.0,Domestic,0,78,A11,,2016-05-02 12:30:00,2016-05-02 13:42:00,2016-05-02 12:24:00,2016-05-02 13:35:00,1050,1122,2016-05-02 17:24,2016-05-02 18:35,N859NN,72,,
709,AA315,N,DFW,SAT,1540,1610,940,970,1533,1610,933.0,970.0,2.0,Domestic,71,0,,A28,2016-05-02 14:29:00,2016-05-02 15:40:00,2016-05-02 14:21:00,2016-05-02 15:33:00,1169,1240,2016-05-02 19:21,2016-05-02 20:33,N859NN,79,,
710,AA3160,N,DFW,CRP,627,710,387,430,630,708,390.0,428.0,3.0,,75,0,,B7,2016-05-02 05:00:00,2016-05-02 06:27:00,2016-05-02 04:50:00,2016-05-02 06:30:00,600,687,2016-05-02 09:50,2016-05-02 11:30,N228NN,0,,
711,AA3161,N,DFW,TYR,1404,1440,844,880,1359,1451,839.0,891.0,3.0,,75,0,,B49,2016-05-02 13:08:00,2016-05-02 14:04:00,2016-05-02 13:09:00,2016-05-02 13:59:00,1088,1144,2016-05-02 18:09,2016-05-02 18:59,N600BP,0,,
712,AA3162,Y,BHM,DFW,934,1035,574,635,1005,1035,605.0,635.0,3.0,Domestic,0,75,B44,,2016-05-02 10:35:00,2016-05-02 12:24:00,2016-05-02 10:35:00,2016-05-02 12:25:00,935,1044,2016-05-02 15:35,2016-05-02 17:25,N664MS,0,,
713,AA3163,N,DFW,SAV,729,810,449,490,711,808,431.0,488.0,3.0,,75,0,,B11,2016-05-02 05:35:00,2016-05-02 07:29:00,2016-05-02 05:28:00,2016-05-02 07:11:00,575,749,2016-05-02 09:28,2016-05-02 12:11,N226NN,0,,
714,AA3165,Y,CUU,DFW,1758,1840,1078,1120,1734,1832,1054.0,1112.0,3.0,,0,75,B17,,2016-05-02 18:40:00,2016-05-02 19:43:00,2016-05-02 18:32:00,2016-05-02 19:43:00,1420,103,2016-05-02 23:32,2016-05-03 01:43,N639AE,0,,
715,AA3166,N,DFW,COU,1609,1639,969,999,1841,1639,1121.0,2439.0,3.0,Domestic,75,0,,B14,2016-05-02 14:24:00,2016-05-02 16:09:00,2016-05-02 17:00:00,2016-05-02 18:41:00,1164,1269,2016-05-02 22:00,2016-05-02 23:41,N645AE,0,,
716,AA3166,Y,COU,DFW,1129,1205,689,725,1136,1505,696.0,905.0,3.0,Domestic,0,75,B39,,2016-05-02 12:05:00,2016-05-02 13:42:00,2016-05-02 15:05:00,2016-05-02 16:28:00,1025,1122,2016-05-02 20:05,2016-05-02 21:28,N645AE,0,,
717,AA3176,N,DFW,ABI,926,1015,566,615,911,1016,551.0,616.0,3.0,,75,0,,B14,2016-05-02 08:30:00,2016-05-02 09:26:00,2016-05-02 08:25:00,2016-05-02 09:11:00,810,866,2016-05-02 13:25,2016-05-02 14:11,N833AE,0,,
718,AA3177,Y,MGM,DFW,1515,1645,915,1005,1515,1642,915.0,1002.0,3.0,Domestic,0,75,B38,,2016-05-02 16:45:00,2016-05-02 18:32:00,2016-05-02 16:42:00,2016-05-02 18:52:00,1305,1412,2016-05-02 21:42,2016-05-02 23:52,N809AE,0,,
719,AA3177,N,DFW,MGM,2107,2150,1267,1310,2108,2147,1268.0,1307.0,3.0,Domestic,75,0,,B17,2016-05-02 18:57:00,2016-05-02 21:07:00,2016-05-02 19:16:00,2016-05-02 21:08:00,1437,127,2016-05-03 00:16,2016-05-03 02:08,N809AE,0,,
720,AA3179,N,DFW,OKC,604,634,364,394,551,634,351.0,394.0,3.0,,75,0,,B31,2016-05-02 05:00:00,2016-05-02 06:04:00,2016-05-02 04:48:00,2016-05-02 05:51:00,600,664,2016-05-02 09:48,2016-05-02 10:51,N539EA,0,,
721,AA3183,N,DFW,OKC,2049,2210,1249,1330,2039,2201,1239.0,1321.0,3.0,,75,0,,B15,2016-05-02 19:46:00,2016-05-02 20:49:00,2016-05-02 19:48:00,2016-05-02 20:39:00,46,109,2016-05-03 00:48,2016-05-03 01:39,N604AE,0,,
722,AA3184,Y,MGM,DFW,1929,2014,1169,1214,1901,2014,1141.0,1214.0,3.0,Domestic,0,75,B30,,2016-05-02 20:14:00,2016-05-02 22:03:00,2016-05-02 20:14:00,2016-05-02 21:57:00,74,183,2016-05-03 01:14,2016-05-03 02:57,N854AE,0,,
723,AA3189,Y,VPS,DFW,545,715,345,435,545,710,345.0,430.0,3.0,Domestic,0,75,B12,,2016-05-02 07:15:00,2016-05-02 09:16:00,2016-05-02 07:10:00,2016-05-02 09:30:00,735,856,2016-05-02 12:10,2016-05-02 14:30,N225NN,0,,
